run,lumi,evt
1,43,42953
1,43,42951
1,43,42942
1,43,42958
1,43,42970
1,43,42977
1,44,43010
1,44,43067
1,44,43060
1,44,43083
1,44,43095
1,44,43098
1,44,43094
1,44,43102
1,44,43093
1,44,43110
1,44,43120
1,44,43146
1,44,43152
1,44,43163
1,44,43165
1,44,43174
1,44,43201
1,44,43255
1,44,43266
1,44,43276
1,44,43277
1,44,43297
1,44,43301
1,44,43316
1,44,43303
1,44,43312
1,44,43327
1,44,43343
1,44,43345
1,44,43333
1,44,43349
1,44,43355
1,44,43363
1,44,43369
1,44,43380
1,44,43383
1,44,43385
1,44,43395
1,44,43387
1,44,43389
1,44,43422
1,44,43425
1,44,43431
1,44,43454
1,44,43457
1,44,43455
1,44,43461
1,44,43471
1,44,43502
1,44,43501
1,44,43507
1,44,43511
1,44,43499
1,44,43527
1,44,43542
1,44,43546
1,44,43565
1,44,43609
1,44,43651
1,44,43659
1,44,43674
1,44,43687
1,44,43704
1,44,43709
1,44,43718
1,44,43719
1,44,43729
1,44,43746
1,44,43770
1,44,43775
1,44,43814
1,44,43822
1,44,43826
1,44,43823
1,44,43858
1,44,43864
1,44,43889
1,44,43892
1,44,43905
1,44,43924
1,44,43941
1,44,43935
1,44,43953
1,44,43959
1,44,43966
1,44,43995
1,44,44000
1,44,43996
1,44,43998
1,45,44013
1,45,44040
1,45,44057
1,45,44042
1,45,44073
1,45,44075
1,45,44088
1,45,44082
1,45,44098
1,45,44110
1,45,44108
1,45,44107
1,45,44111
1,45,44112
1,45,44151
1,45,44148
1,45,44155
1,45,44169
1,45,44165
1,45,44193
1,45,44196
1,45,44211
1,45,44249
1,45,44252
1,45,44283
1,45,44293
1,45,44324
1,45,44328
1,45,44331
1,45,44326
1,45,44366
1,45,44361
1,45,44402
1,45,44409
1,45,44422
1,45,44445
1,45,44458
1,45,44476
1,45,44497
1,45,44488
1,45,44483
1,45,44550
1,45,44551
1,45,44564
1,45,44562
1,45,44577
1,45,44578
1,45,44579
1,45,44605
1,45,44621
1,45,44652
1,45,44674
1,45,44664
1,45,44669
1,45,44677
1,45,44689
1,45,44696
1,45,44686
1,45,44729
1,45,44726
1,45,44728
1,45,44753
1,45,44747
1,45,44787
1,45,44796
1,45,44807
1,45,44819
1,45,44815
1,45,44835
1,45,44848
1,45,44841
1,45,44879
1,45,44885
1,45,44884
1,45,44889
1,45,44892
1,45,44907
1,45,44896
1,45,44921
1,45,44928
1,45,44927
1,45,44948
1,45,44971
1,45,44986
1,55,54015
1,55,54016
1,55,54006
1,55,54026
1,55,54037
1,55,54089
1,55,54083
1,55,54088
1,55,54093
1,55,54100
1,55,54106
1,55,54118
1,55,54135
1,55,54138
1,55,54127
1,55,54165
1,55,54187
1,55,54195
1,55,54208
1,55,54221
1,55,54217
1,55,54236
1,55,54225
1,55,54260
1,55,54250
1,55,54242
1,55,54258
1,55,54333
1,55,54355
1,55,54363
1,55,54371
1,55,54364
1,55,54381
1,55,54377
1,55,54395
1,55,54400
1,55,54420
1,55,54425
1,55,54443
1,55,54441
1,55,54467
1,55,54482
1,55,54504
1,55,54505
1,55,54513
1,55,54537
1,55,54551
1,55,54549
1,55,54599
1,55,54610
1,55,54624
1,55,54625
1,55,54656
1,55,54665
1,55,54686
1,55,54713
1,55,54707
1,55,54712
1,55,54711
1,55,54722
1,55,54728
1,55,54720
1,55,54731
1,55,54734
1,55,54726
1,55,54735
1,55,54746
1,55,54740
1,55,54754
1,55,54771
1,55,54784
1,55,54782
1,55,54795
1,55,54799
1,55,54805
1,55,54806
1,55,54807
1,55,54833
1,55,54837
1,55,54853
1,55,54850
1,55,54863
1,55,54873
1,55,54874
1,55,54889
1,55,54918
1,55,54924
1,55,54936
1,55,54938
1,55,54939
1,55,54945
1,55,54966
1,55,54956
1,55,54981
1,55,54995
1,55,54996
1,56,55005
1,56,55025
1,56,55023
1,56,55043
1,56,55069
1,56,55085
1,56,55101
1,56,55128
1,56,55097
1,56,55142
1,56,55170
1,56,55197
1,56,55225
1,56,55244
1,56,55265
1,56,55268
1,56,55282
1,56,55303
1,56,55330
1,56,55324
1,56,55328
1,56,55335
1,56,55350
1,56,55346
1,56,55353
1,56,55364
1,56,55376
1,56,55391
1,56,55406
1,56,55464
1,56,55512
1,56,55492
1,56,55500
1,56,55514
1,56,55525
1,56,55568
1,56,55571
1,56,55598
1,56,55605
1,56,55591
1,56,55611
1,56,55625
1,56,55636
1,56,55638
1,56,55652
1,56,55672
1,56,55685
1,56,55713
1,56,55718
1,56,55721
1,56,55733
1,56,55745
1,56,55752
1,56,55778
1,56,55772
1,56,55793
1,56,55801
1,56,55795
1,56,55790
1,56,55799
1,56,55829
1,56,55820
1,56,55830
1,56,55888
1,56,55902
1,56,55911
1,56,55924
1,56,55919
1,56,55941
1,56,55936
1,56,55949
1,56,55989
1,57,56022
1,57,56043
1,57,56056
1,57,56058
1,57,56067
1,57,56074
1,57,56096
1,57,56101
1,57,56113
1,57,56114
1,57,56141
1,57,56129
1,57,56136
1,57,56138
1,57,56156
1,57,56155
1,57,56169
1,57,56184
1,57,56215
1,57,56218
1,57,56219
1,57,56227
1,57,56236
1,57,56228
1,57,56247
1,57,56250
1,57,56265
1,57,56257
1,57,56278
1,57,56293
1,57,56308
1,57,56305
1,57,56335
1,57,56328
